StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q25,Q2,Q3,Q4#1_1,Q4#1_2,Q4#1_3,Q4#1_4,Q4#1_5,Q4#1_6,Q4#2_1,Q4#2_2,Q4#2_3,Q4#2_4,Q4#2_5,Q4#2_6,Q4#3_1_1,Q4#3_2_1,Q4#3_3_1,Q4#3_4_1,Q4#3_5_1,Q4#3_6_1,Q4#4_1,Q4#4_2,Q4#4_3,Q4#4_4,Q4#4_5,Q4#4_6,Q4#5_1,Q4#5_2,Q4#5_3,Q4#5_4,Q4#5_5,Q4#5_6,Q4#6_1,Q4#6_2,Q4#6_3,Q4#6_4,Q4#6_5,Q4#6_6,Q4#7_1_1,Q4#7_2_1,Q4#7_3_1,Q4#7_4_1,Q4#7_5_1,Q4#7_6_1,Q5,Q6,Q7,Q8,id_participant
2019-04-03 13:45:31,2019-04-03 13:46:38,IP Address,84.123.72.31,100,66,True,2019-04-03 13:46:38,R_x2TFLlBMy8UhGWR,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,119,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,37,11,5,2,5,,No,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,,16,49,45,33,60,,Somewhat ruffled towards end,Laughs to self during misbehaviors; tries to ignore behavior towards the end and looks back as if she isn’t sure what to do ,2,"TC is not able to support students in generating classroom norms. TC is largely unsuccessful with redirecting off-task behavior. The distractions are very lengthy, which definitely detracts from the quality of the discussion. The majority of the simulation was focused on TC trying to redirect behavior. There were almost no moments when all students were engaged in the discussion about classroom norms. ",nonid
2019-04-03 15:55:09,2019-04-03 15:56:56,IP Address,199.111.212.21,100,106,True,2019-04-03 15:56:56,R_1fdAjOJXW79Bnzj,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,5,8,6,11,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Next behavior,Next behavior,,Next behavior,,Sim ended,29,01:01:00,30,43,5,26,"Nervous, but calm/positive demeanor ","Started to say “um,” a lot, and take deep breaths in when trying to redirect student misbehaviors.",4,TC supports students in generating 1 classroom norm. TC attempted with mixed success to redirect misbehaviors. Dialogue mostly focused on misbehaviors. Disruptions were lengthy and detracted from the overall quality of the discussion. TC candidate is for the most part calm. ,1_1819_2_43
2019-04-03 21:07:03,2019-04-03 21:08:31,IP Address,108.169.215.227,100,88,True,2019-04-03 21:08:31,R_31AjGuF6yDdt8Ah,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,29,14,28,4,18,6,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,23,45,30,37,39,25,nervous/overwhelmed,"Fidgeting with hands, looks over at the sim manager a couple of times for support",2,"Acknowledges all behaviors (not timely), no specific redirections, no norms created, all classroom discussion is focused on misbehaviors, low student engagement, teacher appears extremely nervous",1_1819_2_68
2019-04-03 21:20:05,2019-04-03 21:21:17,IP Address,108.169.215.227,100,71,True,2019-04-03 21:21:17,R_2lRy7Ujb1P7ofBv,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,73,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,1,2,1,4,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,13,13,8,10,19,4,confident,"Doesn't hesitate in redirections, redirections are warm but firm ",8,"3+ norms created w/ rationale, all redirections specific and timely, all redirections pretty succinct, majority of dialogue on norms, high student engagement, teacher is confident ",1_1819_3_73
2019-04-04 07:02:47,2019-04-04 07:03:48,IP Address,85.53.81.65,100,60,True,2019-04-04 07:03:49,R_1Kf2n8FZCIheq5d,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,78,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24,2,3,7,7,14,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,31,53,46,44,47,6,Mostly calm,TC does not raise voice at any time; seems somewhat disappointed in the students misbehaving but does not show any physical signs of irritation ,3,"TC comes up with a couple of classroom norms on her own, but is not able to support students in generating any. TC is largely unsuccessful with redirecting off-task behavior. Distractions are extremely lengthy, which definitely detract from the quality of the discussion. The majority of the simulation is either TC trying to redirect misbehavior or keep the conversation afloat during unaddressed misbehavior. Overall TC remains calm. ",1_1819_3_78
2019-04-04 16:10:38,2019-04-04 16:11:57,IP Address,199.111.225.59,100,79,True,2019-04-04 16:11:58,R_3isNWLBLTG40Hpb,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,44,37,27,7,,3,No,No,Yes,No,,No,Yes,Yes,Yes,Yes,Yes,Yes,Next behavior,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,10,23,27,36,,17,v,"TC maintained the same tone and level of voice throughout, however took a long time to acknowledge the behavior which demonstrates nervousness. Additionally, TC looked down at the table often and moved her hands around when starting to redirect. ",2,"TC was not able to support students in generating any of their own expectations, although she came up with two on her own. TC attempted with mixed success (low rate of success) to redirect misbehaviors. Disruptions were lengthy and detracted from overall quality. All sounds were TC engaging with students about behavior, TC talking above the behavior, or the misbehavior itself. TC was calm.",1_1819_2_76
2019-04-05 03:50:24,2019-04-05 03:51:23,IP Address,84.123.72.31,100,59,True,2019-04-05 03:51:24,R_27Dp2mBRSxrYgTe,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,81,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,29,7,10,22,28,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Next behavior,,,,,9,44,26,13,8,7,Mostly calm,"Although TC does not show physical signs of irritation, she tries to ignore some off-task behavior",7,"TC is able to support students in coming up with a couple classroom norms with rationale behind them. TC is very successful with redirecting off-task behavior (6/6 have specific redirections), although some are lengthier than others, which at times detracts from the quality of the discussion. There are various moments when all students are engaged in the discussion about classroom norms. TC remains calm. (Kept the score at a 7 since so many redirections were lengthy)",1_1819_3_81
2019-04-05 11:28:58,2019-04-05 11:30:18,IP Address,199.111.224.149,100,80,True,2019-04-05 11:30:18,R_2SpNl0gabHsSl9Q,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,9,6,4,7,4,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,,,,,,Sim ended,33,49,33,24,10,26,calm,"Adjusted redirections when students pushed back, hesitated a bit when redirecting but was still firm  ",6,"2 norms created w/o rationale, most redirections were specific but lengthy, some dialogue is focused on norms, inconsistent student engagement, teacher was calm throughout, one instance of positive behavioral praise",1_1819_2_42
2019-04-05 12:13:05,2019-04-05 12:14:26,IP Address,199.111.224.149,100,81,True,2019-04-05 12:14:27,R_3m9R11kCtJeaIck,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,82,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24,8,4,7,9,7,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,26,34,47,16,23,17,irritated,"Sighs and has an irritated look on her face when Ethan begins drumming, rolls eyes when Ethan starts singing",6,"2 norms created w/o rationale, all redirections specific all are lengthy, majority of discussion is on misbehaviors but some is focused on norms (moments of all students being engaged), there are moments where it is clear that teacher is irritated",1_1819_3_82
2019-04-06 12:38:12,2019-04-06 12:39:27,IP Address,108.169.215.227,100,74,True,2019-04-06 12:39:27,R_2t56WOlKXrmcS6f,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24,2,18,1,5,12,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,30,54,39,44,13,19,slightly irritated,"Can't see teacher but based on tone and words, ""your behavior is not appropriate right now"" ""what did Ava just talk about""",3,"1 norm created, two redirections specific but all but one cut off, redirections were lengthy and detracted from overall discussion, few moments when all students were engaged, teacher seemed increasingly irritated, 3 because there was one instance of positive behavioral praise ",1_1819_2_70
2019-04-06 13:25:03,2019-04-06 13:26:46,IP Address,108.169.215.227,100,103,True,2019-04-06 13:26:47,R_2Y57GzDlTAl983F,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,97,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,23,11,3,3,3,2,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,,Next behavior,,,,Sim ended,26,43,40,35,14,25,Confident/annoyed toward the end,"Strong voice, doesn't hesitate when redirecting, pauses and looks at Ethan during some behaviors for a period of time, makes a few faces that suggest she is annoyed",3,"One norm created, some redirections specific but all lengthy, mixed success with redirections, majority of discussion is focused on misbehaviors, low student engagement, teacher appear confident ",1_1819_3_97
2019-04-06 14:10:37,2019-04-06 14:12:07,IP Address,108.169.215.227,100,90,True,2019-04-06 14:12:07,R_10Bqy47ZfUNq86a,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,100,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,14,6,6,,4,7,No,No,No,,Yes,No,Yes,Yes,Yes,,No,Yes,Next behavior,Next behavior,Next behavior,,,Sim ended,41,52,185,,50,10,unsure/nervous,"Tries to talk over misbehaviors, repeats the same redirection multiple times even though it doesn't work",2,"No norms created, almost all dialogue is focused on misbehaviors, one specific redirection (lengthy), very low student engagement, teacher appears unsure/nervous throughout the simulation",1_1819_3_100
2019-04-06 14:47:30,2019-04-06 14:48:50,IP Address,108.169.215.227,100,80,True,2019-04-06 14:48:51,R_21A0dAOljsiLD9u,,,,,38.8975982666015,-77.5092010498046,anonymous,EN,Ethan humming,Rachel G,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,5,6,2,3,4,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Next behavior,Next behavior,,,,46,50,47,7,8,25,Confident/ some instances where the teacher seems irritated,"Looks down at podium when behaviors start, ""what are you supposed to be doing""",5,"Created 2 norms with rationale, mixed success with redirections, some disruptions detracted from discussion, inconsistently supported student engagement, teacher seems calm for the most part with some instances of irritation ",1_1819_2_58
2019-04-07 09:47:47,2019-04-07 09:49:41,IP Address,50.242.46.52,100,113,True,2019-04-07 09:49:41,R_1isB5wtTRXB3ZnF,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Maggie,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,4,3,4,4,4,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,,,Next behavior,Next behavior,,,7,48,49,31,24,7,"Calm, slightly increasingly annoyed as misbehaviors continue. ","Increased hand motions, change in facial expressions when giving redirections, but over all maintained pretty consistent tone and disposition. ",5,"TC supports students in generating 2 classroom norms with rationale. TC attempted with mixed success to redirect off task behavior. Most disruptions detracted from the overall quality of the discussion. Dialogue is sometimes focused on norms, mostly focused on misbehaviors. TC affect is calm for the most part.",1_1819_1_19
2019-04-07 10:28:00,2019-04-07 10:29:30,IP Address,199.111.227.219,100,90,True,2019-04-07 10:29:30,R_3QXkfAs3arK8zuu,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,95,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,34,5,4,9,9,5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,20,56,48,37,35,18,"Calm, increasingly annoyed, unsure what to do","TC would sometimes change tone of voice slightly when redirecting, but over all pretty calm and consistent. At the end TC laughed a bit at Ethan’s singing misbehavior. ",3,"TC supports students in generating around 1 classroom expectation. TC attempted with mixed success to redirect off task student behavior. Disruptions were lengthy and detracted from the overall quality of the discussion. Majority of dialogue is TC engaging with students about misbehavior. TC affect is calm. (comment: TC seemed to use specific and direct redirections, but students continued misbehaviors)",1_1819_3_95
2019-04-07 10:42:33,2019-04-07 10:44:04,IP Address,199.111.227.219,100,90,True,2019-04-07 10:44:04,R_2CQdnvJ2Rg75Ru2,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,77,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,7,16,20,22,13,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Next behavior,,,,,Sim ended,41,55,10,11,4,8,"Calm, confident ","TC remained unruffled throughout the simulator, kept a consistent tone and level of voice. ",5,TC supported students in generating 1 expectation with rationale. TC attempted with mixed success to redirect off task student behavior. Most disruptions detracted from the overall quality of the discussion. Dialogue is mostly focused on student misbehavior or the TC talking above the misbehavior. TC affect is calm. ,1_1819_3_77
2019-04-07 10:55:20,2019-04-07 10:56:26,IP Address,199.111.227.219,100,66,True,2019-04-07 10:56:27,R_cwkgk2F5LrScLEl,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,49,36,11,14,37,2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,5,23,44,27,4,25,"Calm, slightly more annoyed as simulation progressed ","TC maintained a consistent tone of voice mostly throughout, occasionally raised her voice a bit towards the later misbehaviors, used hand motions also",3,TC supported students in generating 1 classroom expectation. TC attempted with mixed success (only 1 success) to redirect student behavior. Disruptions were all lengthy and detracted from classroom discussion. Majority of dialogue are TC engaging with students about behavior or attempting to keep discussion afloat above misbehavior.  ,1_1819_1_20
2019-04-07 12:18:11,2019-04-07 12:19:26,IP Address,199.111.227.165,100,75,True,2019-04-07 12:19:27,R_z8rMU3DNtuOzU65,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,103,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,6,9,2,8,4,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Next behavior,Next behavior,Next behavior,Next behavior,,Sim ended,46,52,46,38,9,26,Calm/moments of irritation,"Talks about how Ethan is being distracting, doesn't appear flustered ",3,"2 norms created (w/o rationale), most redirections not specific, disruptions were lengthy (most dialogue focused on misbehaviors, only a brief moment when all students are engaged and on task)",1_1819_3_103
2019-04-07 12:33:01,2019-04-07 12:34:13,IP Address,199.111.227.165,100,72,True,2019-04-07 12:34:13,R_32PVcIxXwsZoyNs,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,117,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,14,16,5,2,5,Yes,Yes,Yes,No,Yes,Yes,,Yes,No,Yes,No,Yes,,Next behavior,,Next behavior,,Sim ended,31,40,13,39,27,22,irritated,"""Is this respectful behavior?"" Raises eyebrows, ""I'll wait for everyone to be ready to show us respect""",5,"2 norms created, most redirections were specific but they were all lengthy, much of the dialogue was focused on misbehaviors, some discussion focused on norms, all students on task and engaged for some of the simulation, bumped up to 5 because she used positive behavioral praise ",1_1819_3_117
2019-04-07 12:47:46,2019-04-07 12:48:53,IP Address,199.111.227.165,100,66,True,2019-04-07 12:48:53,R_1OE5Oqx9MPYezwf,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Rachel G,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,51,6,1,21,6,6,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,,Next behavior,Next behavior,,Next behavior,Sim ended,10,46,44,9,48,17,unsure,"Remained calm but struggled to specifically redirect, repeated herself a lot",4,"1 norm created, a couple of specific redirections (specific redirections were not too lengthy), majority of dialogue focused on misbehaviors, few moments when all students were engaged, multiple instances of positive behavior praise ",1_1819_2_66
2019-04-07 12:47:37,2019-04-07 12:49:32,IP Address,199.111.227.219,100,114,True,2019-04-07 12:49:32,R_3iqV6iio4LULkyn,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,51,24,2,33,14,12,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Next behavior,Next behavior,,Next behavior,Next behavior,Sim ended,8,24,41,16,33,19,"Calm, unruffled","TC maintained consistent voice and tone throughout the simulation, however screen was on avatar so couldn’t see body language/facial expressions. ",3,"TC supported students in generating 1 classroom expectation. TC did not effectively redirect student behaviors, but attempts to. Disruptions are all lengthy and distracting. TC affect is calm. ",1_1819_2_62
2019-04-07 13:04:35,2019-04-07 13:05:41,IP Address,199.111.227.219,100,65,True,2019-04-07 13:05:41,R_24oTSArnaMY9zG7,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,87,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,40,14,5,10,20,11,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Next behavior,,,Next behavior,,Sim ended,14,32,48,35,7,15,"Calm, nervous, increasingly annoyed/irritated","TC started to raise her voice a bit when trying to redirect Ethan’s later misbehaviors. Further, TC started to use more hand motions when talking to Ethan. ",3,"TC came up with multiple expectations, but students did not generate their own. TC attempted with mixed success to redirect off task student behavior. Dialogue is mostly focused on students misbehaviors. TC affect is for the most part calm, but occasional circumstances where they appear otherwise. ",1_1819_3_87
2019-04-07 13:23:20,2019-04-07 13:24:14,IP Address,199.111.227.219,100,53,True,2019-04-07 13:24:15,R_1kGMp3Oghi1moqH,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,38,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,59,2,6,14,,4,No,No,No,No,,No,Yes,No,Yes,Yes,,Yes,Next behavior,,Next behavior,Next behavior,,Sim ended,9,9,56,19,,24,"Calm, increasingly annoyed",Towards the end TC started to ignore the misbehaviors rather than try to address or redirect them. TC maintained pretty consistent tone and voice. ,2,"TC created a few norms herself, but students did not generate any of their own norms. TC didn’t effectively redirect behaviors, but addressed most of them. All disruptions were lengthy and detracting from conversation. Majority of dialogue are the misbehaviors or TC talking above them. TC affect is pretty calm for the most part. ",1_1819_2_38
2019-04-07 14:07:17,2019-04-07 14:08:17,IP Address,84.123.72.31,100,59,True,2019-04-07 14:08:17,R_3HztIpdn8CrUhoN,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,108,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,7,26,14,24,7,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,,Next behavior,Next behavior,Next behavior,Next behavior,Sim ended,6,43,32,25,45,5,Calm,Keeps a steady tone when trying to redirect misbehaviors; does not show physical signs of irritation,2,TC is not able to support students in coming up with classroom norms (comes up with a couple herself). TC is largely unsuccessful with redirecting off-task behavior (0/6 are specific). Some redirections are extremely lengthy which detracts from the quality of the discussion. There are few moments when all students are engaged in the discussion. TC remains calm. ,1_1819_4_108
2019-04-07 14:07:47,2019-04-07 14:08:54,IP Address,199.111.227.219,100,67,True,2019-04-07 14:08:55,R_3NxG81SSgMRfwRp,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,21,14,3,21,2,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,,,Next behavior,Next behavior,Sim ended,14,28,30,40,37,21,"Warm, calm",TC maintained consistent kind voice and disposition throughout the simulation. Didn’t change tone when redirecting behavior or engaging in discussion with students misbehaving. ,5,"TC supported students in generating 2 reasonable expectations. TC attempted with mixed success to redirect off task behavior. Most disruptions detracted from overall quality of the discussion. Dialogue is sometimes focused on classroom norms, but mostly focused on the misbehaviors. ",1_1819_3_79
2019-04-07 14:17:33,2019-04-07 14:18:30,IP Address,199.111.227.219,100,56,True,2019-04-07 14:18:30,R_3JfVgjoyhwVTFhH,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Maggie,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,11,47,5,5,5,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Next behavior,Next behavior,,,,14,43,9,24,21,9,"Calm, increasingly annoyed","As simulation went on, TC used Ethan’s name more repeatedly, and had a changed/annoyed facial expression when redirecting.",5,TC supported students in generating 2 norms. TC attempted with mixed success to redirect off task behavior. Most disruptions detracted from overall quality of discussion. Dialogue is mostly focused on misbehaviors or is the TC talking above the misbehavior unaddressed.TC affect is calm for the most part. ,1_1819_2_51
2019-04-07 14:31:19,2019-04-07 14:54:45,IP Address,84.123.72.31,100,1406,True,2019-04-07 14:54:46,R_1r3mkwSHEI8VEqM,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,94,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33,8,5,11,20,5,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,,,,,Next behavior,,8,36,31,18,14,13,Slightly frustrated,Responds to some misbehaviors with witty remarks (“I think you know what I mean”); tells Ethan he will have to go sit in time out if he continues,6,"TC is able to support students in generating a couple of classroom norms with rationale behind them. TC is somewhat successful with redirecting off-task behavior (3/6 specific), although some are lengthier than others, which detracts from the quality of the conversation. There are some moments when all students are engaged in the discussion about classroom norms.",1_1819_3_94
2019-04-07 14:54:48,2019-04-07 15:12:10,IP Address,84.123.72.31,100,1041,True,2019-04-07 15:12:10,R_r7khGcZqFY6XeRb,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,92,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,4,6,5,3,2,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,,Next behavior,Next behavior,,,Sim ended,31,47,48,17,10,28,Calm,Keeps a level tone of voice throughout the simulation; thanks students for listening to redirections,6,"TC is able to support students in generating a couple of classroom norms with rationale behind them. TC has mixed success with redirecting off-task behavior (4/6 redirections are specific). Some disruptions are lengthier than others, which detracts from the quality of the discussion. There are various moments when all students are engaged in the discussion. TC remains calm. ",1_1819_3_92
2019-04-07 15:26:12,2019-04-07 15:27:08,IP Address,84.123.72.31,100,55,True,2019-04-07 15:27:08,R_wNM4rUtE3j69leN,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,3,5,3,6,4,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,,,Next behavior,,,Sim ended,39,30,49,33,31,6,Frustrated,"Towards the end of the simulation, starts to just say “Ethan” rather than trying to redirect; tone of voice becomes slightly more commanding/annoyed",5,"TC is able to support students in generating a few classroom norms, some with rationale and some without it. TC has mixed success with redirecting off-task behavior (3/6 specific). However, almost all are lengthy which detracts from the quality of the discussion. There are some moments when all students are engaged in the conversation. TC becomes somewhat less calm as the simulation progresses. ",1_1819_1_3
2019-04-07 15:43:27,2019-04-07 15:44:29,IP Address,84.123.72.31,100,61,True,2019-04-07 15:44:29,R_3pFSrl4XLmoh3Zn,,,,,39.4698028564453,-0.377395629882812,anonymous,EN,Ethan humming,Rachel L,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4,30,12,33,7,,No,No,No,No,Yes,,Yes,Yes,Yes,Yes,No,,Next behavior,Next behavior,Next behavior,Next behavior,,,51,27,44,5,14,,Calm,"TC does not raise voice at students (warm but firm), does not show any physical signs of irritation ",3,"TC is not able to support students in coming up with classroom norms (comes up with some herself). TC is largely unsuccessful with redirecting off-task behavior (1/6 redirections include specific cues). There are very few moments throughout the simulation when all students are engaged in the discussion about classroom norms. Many disruptions were extremely lengthy, which detracted from the quality of the discussion. Majority of simulation is TC trying to redirect off-task behavior or trying to keep the conversation afloat (ignores last behavior). ",1_1819_1_28
2019-04-07 16:05:18,2019-04-07 16:22:48,IP Address,64.99.233.97,100,1049,True,2019-04-07 16:22:49,R_uyVV6yUpky0Tr1L,,,,,38.0321044921875,-78.4889984130859,anonymous,EN,Ethan humming,Claire,66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,52,7,7,21,5,6,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,,Next behavior,Next behavior,,Next behavior,Sim ended,11,45,45,9,49,18,"increasingly irritated
frustrated
","sighed a lot
tone of voice sounded irritated
",4,"'-TC was unable to support students in generating any classroom norms
-• The teacher attempted, with mixed success, to redirect off task student behavior. 
-TC successfully re-directed two misbehaviors, however, TC took a really long time to acknowledge the behaviors
-Redirections were lengthy and detracted from the overall quality of the conversation
-TC is calm for most part but is increasingly irritated as sim progresses
-There were few moments where all students were engaged in on-task behavior. 
",1_1819_2_66
2019-04-07 16:22:58,2019-04-07 20:24:32,IP Address,199.111.229.32,100,14493,True,2019-04-07 20:24:32,R_ze4djOBLaYGOdrj,,,,,38.0935974121093,-78.5623016357421,anonymous,EN,Ethan humming,Claire,43,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25,4,7,19,10,1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Next behavior,Next behavior,,,,Sim ended,29,60,30,26,5,27,"nervous
flustered","sighs a lot
stutters when talking out of nervousness
",4,"'-TC is only able to support students in generating one classroom norm with a rationale
-The teacher attempted, with mixed success, to redirect offtask student behavior. TC redirects ⅚ misbehaviors but redirections were lengthy and detracted from the overall quality of the conversation. Redirections could have been more succinct/specific
-The majority of dialogue/sounds are (a) TC engaging with students about their behavior (b) TC attempts to keep the discussion afloat during unaddressed student misbehavior (c) student misbehavior
-Overall teacher candidate affect is not calm and may grow less so over the course of the simulation. Teacher candidate may appear nervous, flustered, or rattled. 
-The teacher candidate did not support student engagement. Therefore, there were few moments where all students were engaged in on-task behavior
",1_1819_2_43
